1.772049218416213989e-01,5.511683225631713867e-01,3.641866147518157959e-01
2.208440452814102173e-01,5.524269938468933105e-01,3.866355121135711670e-01
2.335558533668518066e-01,5.471835732460021973e-01,3.903697133064270020e-01
1.358604580163955688e-01,5.477315187454223633e-01,3.417959809303283691e-01
1.305751800537109375e-01,5.480700731277465820e-01,3.393226265907287598e-01
1.705329418182373047e-01,5.496374964714050293e-01,3.600852191448211670e-01
9.725504368543624878e-02,5.492144227027893066e-01,3.232347369194030762e-01
1.729119867086410522e-01,5.499216318130493164e-01,3.614168167114257812e-01
1.852314174175262451e-01,5.482178926467895508e-01,3.667246699333190918e-01
1.474897116422653198e-01,5.455803275108337402e-01,3.465350270271301270e-01
1.471696197986602783e-01,5.503149628639221191e-01,3.487423062324523926e-01
1.508799046277999878e-01,5.485048890113830566e-01,3.496924042701721191e-01
1.586430817842483521e-01,5.480287671089172363e-01,3.533359169960021973e-01
1.777270585298538208e-01,5.487267971038818359e-01,3.632269203662872314e-01
1.596825122833251953e-01,5.584863424301147461e-01,3.590844273567199707e-01
2.229639887809753418e-01,5.481485128402709961e-01,3.855562508106231689e-01
2.085840553045272827e-01,5.486811399459838867e-01,3.786326050758361816e-01
1.349797844886779785e-01,5.489542484283447266e-01,3.419670164585113525e-01
2.352599948644638062e-01,5.475592613220214844e-01,3.914096355438232422e-01
1.311435103416442871e-01,5.530761480331420898e-01,3.421098291873931885e-01
2.216599434614181519e-01,5.516342520713806152e-01,3.866471052169799805e-01
1.642036437988281250e-01,5.492749810218811035e-01,3.567393124103546143e-01
2.403936088085174561e-01,5.489364266395568848e-01,3.946650028228759766e-01
2.423046976327896118e-01,5.489736795425415039e-01,3.956391811370849609e-01
2.225330770015716553e-01,5.486410260200500488e-01,3.855870366096496582e-01
2.405713647603988647e-01,5.483077764511108398e-01,3.944395780563354492e-01
1.955382674932479858e-01,5.485049486160278320e-01,3.720216155052185059e-01
1.654427200555801392e-01,5.491316318511962891e-01,3.572871685028076172e-01
2.474163025617599487e-01,5.514401793479919434e-01,3.994282484054565430e-01
2.037515938282012939e-01,5.479677319526672363e-01,3.758596777915954590e-01
2.202097773551940918e-01,5.492054820060729980e-01,3.847076296806335449e-01
2.494104206562042236e-01,5.475416183471679688e-01,3.984760046005249023e-01
1.900735199451446533e-01,5.514492392539978027e-01,3.707613945007324219e-01
9.507452696561813354e-02,5.473136901855468750e-01,3.211941123008728027e-01
1.807592362165451050e-01,5.488804578781127930e-01,3.648198544979095459e-01
2.062646001577377319e-01,5.474675893783569336e-01,3.768661022186279297e-01
2.185385227203369141e-01,5.521634221076965332e-01,3.853509724140167236e-01
1.902973353862762451e-01,5.489939451217651367e-01,3.696456551551818848e-01
2.291803807020187378e-01,5.509477853775024414e-01,3.900640904903411865e-01
1.874070465564727783e-01,5.496284961700439453e-01,3.685177564620971680e-01
1.238511651754379272e-01,5.484742522239685059e-01,3.361627161502838135e-01
2.002754956483840942e-01,5.481862425804138184e-01,3.742308616638183594e-01
1.880316734313964844e-01,5.503091812133789062e-01,3.691704273223876953e-01
2.263714522123336792e-01,5.485702753067016602e-01,3.874708712100982666e-01
1.373951435089111328e-01,5.495400428771972656e-01,3.434675931930541992e-01
2.451452314853668213e-01,5.551166534423828125e-01,4.001309275627136230e-01
2.111987173557281494e-01,5.545254349708557129e-01,3.828620910644531250e-01
2.156963795423507690e-01,5.503917932510375977e-01,3.830440938472747803e-01
2.151101231575012207e-01,5.499953031539916992e-01,3.825527131557464600e-01
1.095606014132499695e-01,5.490177273750305176e-01,3.292891681194305420e-01
2.245403379201889038e-01,5.483001470565795898e-01,3.864202499389648438e-01
1.743784248828887939e-01,5.481774806976318359e-01,3.612779378890991211e-01
1.666906923055648804e-01,5.492466092109680176e-01,3.579686582088470459e-01
2.026319950819015503e-01,5.489515662193298340e-01,3.757917881011962891e-01
2.034910023212432861e-01,5.485010147094726562e-01,3.759959936141967773e-01
1.898104846477508545e-01,6.105057001113891602e-01,4.001581072807312012e-01
2.487767040729522705e-01,5.489805340766906738e-01,3.988786339759826660e-01
2.239018380641937256e-01,5.492143034934997559e-01,3.865580558776855469e-01
2.317690998315811157e-01,5.480860471725463867e-01,3.899275660514831543e-01
1.814454942941665649e-01,5.591809153556823730e-01,3.703131973743438721e-01
2.330395132303237915e-01,5.484158992767333984e-01,3.907276988029479980e-01
2.659800052642822266e-01,5.487334132194519043e-01,4.073567092418670654e-01
1.935594081878662109e-01,5.488045215606689453e-01,3.711819648742675781e-01
2.215527445077896118e-01,5.499361753463745117e-01,3.857444524765014648e-01
2.248403728008270264e-01,5.483378767967224121e-01,3.865891098976135254e-01
2.481641024351119995e-01,5.501750707626342773e-01,3.991695940494537354e-01
1.901653707027435303e-01,5.480029582977294922e-01,3.690841794013977051e-01
2.261765003204345703e-01,5.520239472389221191e-01,3.891002237796783447e-01
2.058312892913818359e-01,5.547631978988647461e-01,3.802972435951232910e-01
2.321201264858245850e-01,5.524652600288391113e-01,3.922926783561706543e-01
1.740939468145370483e-01,5.494408607482910156e-01,3.617674112319946289e-01
1.882961243391036987e-01,5.496560335159301758e-01,3.689760863780975342e-01
